"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"IPCC WG3 AR5 (Table A.III.1) Solar CSP, min",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_full.pdf,World,,1  - Peer Reviewed,2011,,0.0,US$2010/MWh,0.0,US$2014/kWh,,,True
"IPCC WG3 AR5 (Table A.III.1) Solar CSP, max",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_full.pdf,World,,1  - Peer Reviewed,2011,,35.0,US$2010/MWh,0.03815,US$2014/kWh,,,True
IRENA (2016); costs including insurance (minimum),http://www.irena.org/DocumentDownloads/Publications/IRENA_Power_to_Change_2016.pdf,World,,2 - Public Sector/ Multilateral Agency,2016,,0.02,US$2015/kWh,0.0199762,US$2014/kWh,,More recent value on IRENA 2018,True
IRENA (2016); costs including insurance (maximum),http://www.irena.org/DocumentDownloads/Publications/IRENA_Power_to_Change_2016.pdf,World,,2 - Public Sector/ Multilateral Agency,2016,,0.04,US$2015/kWh,0.0399524,US$2014/kWh,,More recent value on IRENA 2018,True
EIA. (2018).US variable O&M costs.EIA. (2018). Annual Energy Outlook 2018. Washington: US Energy Information Administration.,https://www.eia.gov/outlooks/aeo/assumptions/pdf/table_8.2.pdf,USA,,2 - Public Sector/ Multilateral Agency,2017,,0.0,US$2017/MWh,0.0,US$2014/kWh,,,
IRENA (2018).Low range of O & M costs for CSP plants.IRENA. (2018b). Power Generation Costs in 2017. Abu Dhabi: IRENA.p-83,http://www.solarpaces.org/wp-content/uploads/IRENA_2017_Power_Costs_2018.pdf,World,,2 - Public Sector/ Multilateral Agency,2018,,0.02,US$2017/kWh,0.01931592689295039,US$2014/kWh,,,
IRENA (2018).Upper range of O & M costs for CSP plants.IRENA. (2018b). Power Generation Costs in 2017. Abu Dhabi: IRENA.p-83,http://www.solarpaces.org/wp-content/uploads/IRENA_2017_Power_Costs_2018.pdf,World,,2 - Public Sector/ Multilateral Agency,2018,,0.04,US$2017/kWh,0.03863185378590078,US$2014/kWh,,,
"Islam (2018). Min range for PTC CSP plant O & M Costs Islam M T., et al (2018). A comprehensive review of state-of-the-art concentrating solar power (CSP) technologies: Current status and research trends. Renewable and Sustainable Energy Reviews, 987-1018.",https://www.sciencedirect.com/science/article/pii/S1364032118303113?via%3Dihub,World,,1  - Peer Reviewed,2018,,0.012,US$2017/kWh,0.011589556135770234,US$2014/kWh,,Min range for PTC CSP plants,
"Islam (2018). Max range for PTC CSP plantsO & M Costs Islam M T., et al (2018). A comprehensive review of state-of-the-art concentrating solar power (CSP) technologies: Current status and research trends. Renewable and Sustainable Energy Reviews, 987-1018.",https://www.sciencedirect.com/science/article/pii/S1364032118303113?via%3Dihub,World,,1  - Peer Reviewed,2018,,0.02,US$2017/kWh,0.01931592689295039,US$2014/kWh,,Max range for PTC CSP plants,
"Islam (2018). Typical for solar power tower CSP plant O & M Costs Islam M T., et al. (2018). A comprehensive review of state-of-the-art concentrating solar power (CSP) technologies: Current status and research trends. Renewable and Sustainable Energy Reviews, 987-1018.",https://www.sciencedirect.com/science/article/pii/S1364032118303113?via%3Dihub,World,,1  - Peer Reviewed,2018,,0.034,US$2017/kWh,0.03283707571801567,US$2014/kWh,,Typical for solar power tower CSP plants ,
"Islam (2018).Typical for solar parabolic dish CSP plants O & M Costs. Islam M T., et al. (2018). A comprehensive review of state-of-the-art concentrating solar power (CSP) technologies: Current status and research trends. Renewable and Sustainable Energy Reviews, 987-1018.",https://www.sciencedirect.com/science/article/pii/S1364032118303113?via%3Dihub,World,,1  - Peer Reviewed,2018,,0.21,US$2017/kWh,0.2028172323759791,US$2014/kWh,,Typical for solar parabolic dish CSP plants ,
Lazard (2018). Variable  O & M cost estimates.Lazard. (Nov 2018). Lazard's Levelized Cost of Energy Analysis - Version 12.0. p-17,https://www.lazard.com/media/450784/lazards-levelized-cost-of-energy-version-120-vfinal.pdf,USA,,3 - For Profit,2018,,0.0,US$2017/kWh,0.0,US$2014/kWh,,,
"Ram et al (2019)-100% RE scenario-Ram, M., Bogdanov, D., Aghahosseini, A., Gulagi, A., Oyewo, A. S., Child, M., … Breyer, C. (2019). Global Energy System based on 100% Renewable Energy-Energy Transition in Europe Across Power, Heat, Transport and Desalination Sectors. ",http://energywatchgroup.org/wp-content/uploads/EWG_LUT_100RE_All_Sectors_Global_Report_2019.pdf,World,,2 - Public Sector/ Multilateral Agency,2019,,0.0,US$2015/kWh,0.0,US$2014/kWh,,"Conversion rate used €/$ - 1.109729. Value for 2015. For 2020 they report 92,16 $",
