"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Eggelsmann & Bartel, 1975; Höper & Blankenburg, 2000 (Strack 2008), Refer table 3.2; bog to arable land. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,NW Germany,,1  - Peer Reviewed,,,16100.0,KgCO2/ha/yr,16.1,t CO2 / ha / year,,Refer table 3.2; bog to arable land,
"Kuntze, 1992 (Strack 2008), Refer table 3.2; bog to grassland. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,NW Germany,,1  - Peer Reviewed,,,17700.0,KgCO2/ha/yr,17.7,t CO2 / ha / year,,Refer table 3.2; bog to grassland,
"Hillebrand, 1993 (Strack 2008), Refer table 3.2; bog to grassland. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,Sweden,,1  - Peer Reviewed,,,12800.0,KgCO2/ha/yr,12.8,t CO2 / ha / year,,Refer table 3.2; bog to grassland,
"Drösler, 2005 (Strack 2008), Refer table 3.2; bog to fallow, heathland. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,S Germany,,1  - Peer Reviewed,,,16200.0,KgCO2/ha/yr,16.2,t CO2 / ha / year,,"Refer table 3.2; bog to fallow, heathland",
"Drösler, 2005 (Strack 2008), Refer table 3.2; bog to fallow, heathland. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,S Germany,,1  - Peer Reviewed,,,9000.0,KgCO2/ha/yr,9.0,t CO2 / ha / year,,"Refer table 3.2; bog to fallow, heathland",
"Krestapova & Maslov, 2004 (Strack 2008), Refer table 3.2; bog to grassland. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,Russia,,1  - Peer Reviewed,,,20000.0,KgCO2/ha/yr,20.0,t CO2 / ha / year,,Refer table 3.2; bog to grassland,
"Okruszko, 1989; recalculated by Höper, 2002 (Strack 2008), Refer table 3.2; fen to arable land. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,Poland,,1  - Peer Reviewed,,,41000.0,KgCO2/ha/yr,41.0,t CO2 / ha / year,,Refer table 3.2; fen to arable land,
"Eggelsmann & Bartels, 1975; recalculated by Höper, 2002 (Strack 2008), Refer table 3.2; fen to arable land. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,NW Germany,,1  - Peer Reviewed,,,38900.0,KgCO2/ha/yr,38.9,t CO2 / ha / year,,Refer table 3.2; fen to arable land,
"Eggelsmann & Bartels, 1975; recalculated by Höper, 2002 (Strack 2008), Refer table 3.2; fen to arable land. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,NW Germany,,1  - Peer Reviewed,,,60500.0,KgCO2/ha/yr,60.5,t CO2 / ha / year,,Refer table 3.2; fen to arable land,
"Schuch, 1977; recalculated by Höper, 2002 (Strack 2008), Refer table 3.2; fen to arable land. Full reference: Strack, M. (n.d.). Peatlands and Climate Change, 227.",http://www.peatsociety.org/sites/default/files/files/PeatlandsandClimateChangeBookIPS2008.pdf,Eastern Europe,S Germany,,1  - Peer Reviewed,,,24200.0,KgCO2/ha/yr,24.2,t CO2 / ha / year,,Refer table 3.2; fen to arable land,
